"eyeDataTimestamp","eyeDataRelativeTimestamp","frameTimestamp","isCalibrationValid","gazeHasValue","gazeOrigin_x","gazeOrigin_y","gazeOrigin_z","gazeDirection_x","gazeDirection_y","gazeDirection_z","gazePointHit","gazePoint_x","gazePoint_y","gazePoint_z","gazePoint_target_name","gazePoint_target_x","gazePoint_target_y","gazePoint_target_z","gazePoint_target_pos_x","gazePoint_target_pos_y","gazePoint_target_pos_z","gazePoint_target_rot_x","gazePoint_target_rot_y","gazePoint_target_rot_z","gazePoint_target_scale_x","gazePoint_target_scale_y","gazePoint_target_scale_z","gazePointLeftScreen_x","gazePointLeftScreen_y","gazePointLeftScreen_z","gazePointRightScreen_x","gazePointRightScreen_y","gazePointRightScreen_z","gazePointMonoScreen_x","gazePointMonoScreen_y","gazePointMonoScreen_z","GazePointWebcam_x","GazePointWebcam_y","GazePointWebcam_z","gazePointAOIHit","gazePointAOI_x","gazePointAOI_y","gazePointAOI_z","gazePointAOI_name","gazePointAOI_target_x","gazePointAOI_target_y","gazePointAOI_target_z","gazePointAOI_target_pos_x","gazePointAOI_target_pos_y","gazePointAOI_target_pos_z","gazePointAOI_target_rot_x","gazePointAOI_target_rot_y","gazePointAOI_target_rot_z","gazePointAOI_target_scale_x","gazePointAOI_target_scale_y","gazePointAOI_target_scale_z","GazePointAOIWebcam_x","GazePointAOIWebcam_y","GazePointAOIWebcam_z","info","velocity","modified","classification","eventIndex","eventType","eventDuration","fixation_x","fixation_y","fixation_z"
1644943720017,249816.3237,1644943720056,"True",TRUE,4.63101,0.03854,0.54988,0.98021,-0.10613,0.16713,"True",6.54196,-0.16836,0.8757,"SpatialMesh - 1028",0.87347,0.89229,-0.05851,5.81622,-0.21664,1.89232,89.53103,323.3989,223.3098,1,1,1,737.6729,474.9262,1.9553,740.4888,476.1206,1.95797,739.3592,475.4424,1.95641,483.5627,275.0544,1.90639,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gap",1,"gap",33.3338999999978,NA,NA,NA
1644943720051,249849.6576,1644943720085,"True",TRUE,4.63154,0.03749,0.55147,0.97929,-0.12152,0.16195,"True",6.54413,-0.19985,0.86776,"SpatialMesh - 1028",0.88108,0.89601,-0.02708,5.81622,-0.21664,1.89232,89.53103,323.3983,223.3089,1,1,1,747.4034,518.0912,1.95669,750.6487,519.2951,1.95924,749.4636,518.5359,1.95774,487.5141,292.7729,1.90747,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4144727956292,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720084,249882.9916,1644943720105,"True",TRUE,4.63192,0.03683,0.55218,0.97894,-0.12734,0.15961,"True",6.54457,-0.21197,0.86403,"SpatialMesh - 1028",0.88475,0.89717,-0.01499,5.81622,-0.21664,1.89232,89.53187,323.3979,223.3087,1,1,1,752.5305,535.888,1.95685,755.9394,537.0882,1.95933,754.7553,536.2994,1.95787,489.6045,300.0791,1.90748,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1042171684559,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720117,249916.3256,1644943720135,"True",TRUE,4.63267,0.03506,0.55242,0.97709,-0.14154,0.15894,"True",6.54452,-0.24188,0.86341,"SpatialMesh - 1028",0.88553,0.89741,0.01492,5.81622,-0.21664,1.89232,89.5302,323.3973,223.3082,1,1,1,756.9255,537.7934,1.96104,760.4707,538.9534,1.96342,759.2901,538.1818,1.96201,491.4519,300.9071,1.9116,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0862852314675,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720151,249949.6595,1644943720185,"True",TRUE,4.63333,0.03293,0.55198,0.97425,-0.15831,0.16059,"True",6.54457,-0.27764,0.86703,"SpatialMesh - 1028",0.88217,0.89703,0.0507,5.81622,-0.21664,1.89232,89.53103,323.3962,223.3073,1,1,1,758.9394,551.0378,1.96727,762.7884,552.2034,1.96963,761.4901,551.4059,1.96823,492.2952,306.3924,1.91774,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1021616110271,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720184,249982.9935,1644943720216,"True",TRUE,4.63407,0.0313,0.55099,0.97655,-0.1299,0.17173,"True",6.54509,-0.2229,0.88705,"SpatialMesh - 1028",0.86205,0.89371,-0.00391,5.81622,-0.21664,1.89232,89.53061,323.3956,223.3064,1,1,1,746.1907,639.3517,1.95702,750.5813,640.8353,1.95989,748.8118,639.7213,1.95824,486.7321,342.4682,1.90732,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.023819373098,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720217,250016.3275,1644943720236,"True",TRUE,4.63422,0.03055,0.5507,0.97551,-0.13602,0.17286,"True",6.54513,-0.2359,0.8893,"SpatialMesh - 1028",0.8599,0.89343,0.00911,5.81622,-0.21664,1.89232,89.5302,323.3952,223.3061,1,1,1,746.7366,631.7642,1.95987,751.1389,633.2241,1.96271,749.3724,632.1355,1.96107,486.9939,339.3827,1.91019,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4277288218471,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720251,250049.6614,1644943720356,"True",TRUE,4.63454,0.02969,0.55066,0.97509,-0.13754,0.17405,"True",6.54518,-0.23981,0.89169,"SpatialMesh - 1028",0.85756,0.89309,0.01303,5.81622,-0.21664,1.89232,89.53145,323.3945,223.3056,1,1,1,746.2596,601.4807,1.96265,750.4621,602.8757,1.96542,748.7863,601.8734,1.96382,486.8824,326.992,1.9131,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92475116724898,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720284,250082.9954,1644943720356,"True",TRUE,4.63513,0.02914,0.54958,0.97523,-0.13322,0.17656,"True",6.54528,-0.23179,0.89541,"SpatialMesh - 1028",0.85384,0.89248,0.00504,5.81622,-0.21664,1.89232,89.53145,323.3945,223.3056,1,1,1,742.8944,609.0153,1.9617,747.1451,610.4547,1.96457,745.3917,609.4167,1.96292,485.4609,330.0632,1.91217,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75257033665182,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720317,250116.3293,1644943720356,"True",TRUE,4.63599,0.02893,0.54899,0.97621,-0.12636,0.17621,"True",6.54525,-0.2182,0.89361,"SpatialMesh - 1028",0.85554,0.89269,-0.00857,5.81622,-0.21664,1.89232,89.53145,323.3945,223.3056,1,1,1,744.5229,621.6465,1.9585,748.7943,623.104,1.96137,747.0566,622.0343,1.95972,486.0889,335.2181,1.9089,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8978655902249,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
1644943720351,250149.6632,1644943720365,"True",TRUE,4.63626,0.02879,0.54889,0.97698,-0.12087,0.17582,"True",6.54524,-0.20738,0.89244,"SpatialMesh - 1028",0.85663,0.89282,-0.01939,5.81622,-0.21664,1.89232,89.53103,323.3943,223.3052,1,1,1,741.7581,620.6835,1.95606,745.9518,622.1642,1.95898,744.2081,621.0847,1.9573,484.9271,334.7959,1.9065,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47176324786246,FALSE,"fixation",2,"fixation",533.343299999979,6.54489466666667,-0.220022666666667,0.884668666666667
