"eyeDataTimestamp","eyeDataRelativeTimestamp","frameTimestamp","isCalibrationValid","gazeHasValue","gazeOrigin_x","gazeOrigin_y","gazeOrigin_z","gazeDirection_x","gazeDirection_y","gazeDirection_z","gazePointHit","gazePoint_x","gazePoint_y","gazePoint_z","gazePoint_target_name","gazePoint_target_x","gazePoint_target_y","gazePoint_target_z","gazePoint_target_pos_x","gazePoint_target_pos_y","gazePoint_target_pos_z","gazePoint_target_rot_x","gazePoint_target_rot_y","gazePoint_target_rot_z","gazePoint_target_scale_x","gazePoint_target_scale_y","gazePoint_target_scale_z","gazePointLeftScreen_x","gazePointLeftScreen_y","gazePointLeftScreen_z","gazePointRightScreen_x","gazePointRightScreen_y","gazePointRightScreen_z","gazePointMonoScreen_x","gazePointMonoScreen_y","gazePointMonoScreen_z","GazePointWebcam_x","GazePointWebcam_y","GazePointWebcam_z","gazePointAOIHit","gazePointAOI_x","gazePointAOI_y","gazePointAOI_z","gazePointAOI_name","gazePointAOI_target_x","gazePointAOI_target_y","gazePointAOI_target_z","gazePointAOI_target_pos_x","gazePointAOI_target_pos_y","gazePointAOI_target_pos_z","gazePointAOI_target_rot_x","gazePointAOI_target_rot_y","gazePointAOI_target_rot_z","gazePointAOI_target_scale_x","gazePointAOI_target_scale_y","gazePointAOI_target_scale_z","GazePointAOIWebcam_x","GazePointAOIWebcam_y","GazePointAOIWebcam_z","info","velocity","modified","classification","eventIndex","eventType","eventDuration","fixation_x","fixation_y","fixation_z"
1644584709909,343718.4746,1644584709944,"True",TRUE,5.36339,0.10942,1.31643,0.93075,0.26712,-0.24972,"True",6.47162,0.42747,1.01909,"SpatialMesh - 1058",-1.09059,0.96633,-0.36403,5.42201,0.06153,0.00909,89.54587,325.58,231.1336,1,1,1,848.0771,357.0078,1.19625,829.4797,356.9008,1.19449,840.6958,357.0309,1.19511,526.2753,214.4177,1.14536,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gap",1,"gap",166.669699999969,NA,NA,NA
1644584709942,343751.8085,1644584709975,"True",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gap",1,"gap",166.669699999969,NA,NA,NA
1644584709976,343785.1426,1644584710017,"True",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gap",1,"gap",166.669699999969,NA,NA,NA
1644584710009,343818.4764,1644584710044,"True",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gap",1,"gap",166.669699999969,NA,NA,NA
1644584710042,343851.8103,1644584710087,"True",TRUE,5.36377,0.10435,1.31151,0.96825,-0.07845,-0.23739,"True",6.47599,0.01424,1.03883,"SpatialMesh - 1058",-1.10805,0.97122,0.0493,5.42201,0.06153,0.00909,89.54587,325.58,231.1336,1,1,1,853.5291,-217.5302,1.08332,821.2518,-220.8147,1.08117,839.3056,-218.1781,1.08197,528.3301,-29.32584,1.03388,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gap",1,"gap",166.669699999969,NA,NA,NA
1644584710076,343885.1443,1644584710114,"True",TRUE,5.36383,0.10377,1.31036,0.96797,-0.07976,-0.2381,"True",6.47626,0.01211,1.03673,"SpatialMesh - 1058",-1.10597,0.97166,0.05141,5.42201,0.06153,0.00909,89.54587,325.58,231.1336,1,1,1,855.7338,-192.4859,1.08861,824.1301,-195.6643,1.08644,841.8874,-193.1205,1.08725,529.2903,-18.6328,1.03909,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27385972087732,FALSE,"fixation",2,"fixation",133.335800000001,6.47669333333333,0.00755333333333333,1.03339666666667
1644584710109,343918.4782,1644584710148,"True",TRUE,5.36618,0.10373,1.32123,0.96395,-0.08308,-0.2528,"True",6.47711,0.00798,1.02988,"SpatialMesh - 1058",-1.09918,0.97306,0.0555,5.422,0.06153,0.00909,89.54587,325.58,231.1336,1,1,1,867.9368,-175.1239,1.09375,836.9558,-178.4216,1.0914,854.6056,-175.8438,1.0923,534.5128,-11.15932,1.04409,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2212378791273,FALSE,"fixation",2,"fixation",133.335800000001,6.47669333333333,0.00755333333333333,1.03339666666667
1644584710142,343951.8121,1644584710180,"True",TRUE,5.36605,0.10274,1.31841,0.96498,-0.08703,-0.24747,"True",6.47671,0.00257,1.03358,"SpatialMesh - 1058",-1.1028,0.9724,0.06093,5.422,0.06153,0.00909,89.54587,325.58,231.1336,1,1,1,862.4228,-162.8978,1.09483,831.6207,-166.0228,1.09258,849.09,-163.5507,1.09343,532.158,-6.007,1.04519,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72032687782176,FALSE,"fixation",2,"fixation",133.335800000001,6.47669333333333,0.00755333333333333,1.03339666666667
1644584710176,343985.1461,1644584710217,"True",FALSE,5.36623,0.10187,1.31728,0.96502,-0.09117,-0.24581,NA,6.47665,-0.00303,1.03443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"gap",3,"gap",233.337500000023,NA,NA,NA
1644584710209,344018.48,1644584710250,"True",TRUE,5.36641,0.10101,1.31615,0.96505,-0.09531,-0.24415,"True",6.47659,-0.00863,1.03528,"SpatialMesh - 1058",-1.10442,0.97221,0.07215,5.422,0.06153,0.00909,89.54587,325.58,231.1336,1,1,1,859.6016,-123.832,1.10115,829.6503,-126.6775,1.09895,846.6565,-124.4074,1.09977,530.9636,10.57106,1.05143,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gap",3,"gap",233.337500000023,NA,NA,NA
