HololensPos,CubePos,CubeRot,HeadRot
-1.390417,0.07007824,8.059434,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02721672,0.07914336,0.02497821,0.9961786
-1.391103,0.06975642,8.059812,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02927632,0.08068675,0.02638276,0.9959601
-1.392636,0.0700555,8.060446,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.03010067,0.08170061,0.02842622,0.9957966
-1.393344,0.06980617,8.060822,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02909902,0.08050525,0.02918531,0.9959018
-1.394045,0.06960568,8.060923,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02928502,0.08024941,0.03003698,0.9958917
-1.39476,0.0693994,8.061129,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02882166,0.07903665,0.03093981,0.9959745
-1.395459,0.06963249,8.060715,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02784203,0.07736608,0.03165201,0.9961112
-1.396127,0.06978542,8.060513,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02639988,0.07555947,0.03235935,0.9962664
-1.396736,0.06995214,8.060029,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02481625,0.07368932,0.03279079,0.9964331
-1.397408,0.07046951,8.059395,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.02272998,0.07173657,0.03285721,0.9966232
-1.398096,0.0708988,8.058235,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.01960135,0.06973826,0.03305683,0.9968248
-1.398584,0.07096386,8.056913,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,0.0132039,0.06703838,0.03239805,0.9971368
-1.401639,0.07327829,8.04847,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.005466091,0.05843125,0.03058852,0.9978077
-1.402675,0.07385841,8.044031,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01343248,0.05542912,0.02921777,0.9979447
-1.403139,0.07414194,8.041332,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01758928,0.05414328,0.02802486,0.9979848
-1.403302,0.07412405,8.040207,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01850153,0.05440397,0.02730952,0.997974
-1.403538,0.07421754,8.038833,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01906876,0.05483428,0.02654537,0.9979604
-1.403424,0.07408593,8.03926,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01757692,0.05595075,0.0264876,0.9979274
-1.403605,0.07397957,8.037933,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01773265,0.05654991,0.02551496,0.9979162
-1.403884,0.07364447,8.036993,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01611833,0.05789485,0.02419247,0.9978994
-1.404225,0.07381558,8.035292,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01588256,0.05871699,0.02225522,0.9979002
-1.404321,0.07370508,8.034688,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.0157678,0.05962116,0.02150024,0.997865
-1.404546,0.07360034,8.03401,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.0158174,0.06036123,0.02090293,0.9978324
-1.404774,0.07348825,8.033383,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01562237,0.06104775,0.02043727,0.9978033
-1.404998,0.07334875,8.032808,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01505886,0.06161695,0.02009195,0.997784
-1.405012,0.07335229,8.032877,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01482474,0.06159827,0.02018514,0.9977868
-1.405296,0.07328337,8.032381,-2.093167,-1.512218,9.595342,0.005623788,0.7417275,-0.005146556,0.6706581,-0.01447952,0.06181195,0.01978286,0.9977867
